5.300000000000000000e+01	-1.405575999999999937e+00	1.702866999999999909e+00	1.482269999999999976e+00	9.000000000000000000e+00
6.500000000000000000e+01	-2.238823000000000008e+00	2.319275999999999893e+00	1.409065999999999930e+00	5.000000000000000000e+00
7.900000000000000000e+01	-1.971263999999999905e+00	1.789455999999999936e+00	-2.861696999999999935e+00	5.000000000000000000e+00
8.200000000000000000e+01	-2.808079000000000214e+00	2.436838999999999977e+00	6.290320000000000356e-01	7.000000000000000000e+00
9.300000000000000000e+01	-1.029031000000000029e+00	6.354659999999999753e-01	-2.770429999999999837e-01	2.000000000000000000e+00
1.510000000000000000e+02	-2.637243999999999922e+00	2.498067999999999955e+00	3.051162000000000152e+00	7.000000000000000000e+00
2.020000000000000000e+02	8.511790000000000189e-01	-1.518639999999999990e-01	-4.014351999999999698e+00	0.000000000000000000e+00
2.390000000000000000e+02	-1.278723000000000054e+00	4.092299999999999827e-01	2.433218000000000103e+00	2.000000000000000000e+00
2.760000000000000000e+02	-1.099097999999999908e+00	2.679150000000000142e-01	-3.021220000000000017e-01	2.000000000000000000e+00
2.860000000000000000e+02	-1.824605999999999950e+00	2.299411999999999789e+00	2.123150000000000037e-01	5.000000000000000000e+00
2.950000000000000000e+02	-1.387985000000000024e+00	-3.134509999999999796e-01	-5.448190000000000310e+00	4.000000000000000000e+00
3.010000000000000000e+02	-1.523136999999999963e+00	2.534806000000000115e+00	5.166889999999999539e-01	3.000000000000000000e+00
3.140000000000000000e+02	-1.650600000000000067e+00	1.658643000000000089e+00	-1.551629999999999954e-01	9.000000000000000000e+00
3.180000000000000000e+02	-2.599257000000000151e+00	1.910222000000000087e+00	-4.527340999999999838e+00	5.000000000000000000e+00
3.530000000000000000e+02	1.052607000000000070e+00	-1.059353999999999907e+00	-1.922185000000000032e+00	0.000000000000000000e+00
3.800000000000000000e+02	-2.816651999999999934e+00	2.398734999999999840e+00	4.335800000000000071e-02	7.000000000000000000e+00
3.870000000000000000e+02	-1.221281000000000061e+00	1.486070999999999920e+00	2.519210999999999867e+00	9.000000000000000000e+00
4.040000000000000000e+02	-1.993692999999999937e+00	5.780509999999999815e-01	-4.284329999999999750e+00	2.000000000000000000e+00
4.160000000000000000e+02	-2.171171000000000184e+00	1.803002999999999911e+00	-3.722979000000000038e+00	5.000000000000000000e+00
4.920000000000000000e+02	1.081325000000000092e+00	-5.226889999999999592e-01	-9.051029999999999909e-01	0.000000000000000000e+00
5.180000000000000000e+02	-1.445975000000000010e+00	1.123893000000000031e+00	5.039106999999999559e+00	9.000000000000000000e+00
5.660000000000000000e+02	-2.118393000000000193e+00	2.638583999999999818e+00	2.261427999999999994e+00	7.000000000000000000e+00
5.840000000000000000e+02	-1.405248999999999970e+00	7.688120000000000509e-01	4.890012999999999721e+00	2.000000000000000000e+00
5.850000000000000000e+02	-1.196282000000000068e+00	1.264558999999999989e+00	2.957152999999999921e+00	9.000000000000000000e+00
6.000000000000000000e+02	-2.255529999999999813e+00	2.371176000000000172e+00	1.935950000000000060e+00	5.000000000000000000e+00
6.160000000000000000e+02	-1.863753999999999911e+00	1.787187000000000081e+00	-2.040417000000000147e+00	5.000000000000000000e+00
6.230000000000000000e+02	-1.487830999999999904e+00	1.089393000000000056e+00	4.776447000000000109e+00	9.000000000000000000e+00
6.360000000000000000e+02	-2.140357999999999983e+00	1.864459000000000088e+00	-3.157267000000000046e+00	5.000000000000000000e+00
7.420000000000000000e+02	-1.510602999999999918e+00	-1.198600000000000013e-02	-2.668699999999999850e+00	2.000000000000000000e+00
7.800000000000000000e+02	-2.801019999999999843e+00	3.031794999999999796e+00	1.985537000000000107e+00	7.000000000000000000e+00
8.410000000000000000e+02	-1.759972000000000092e+00	2.876446000000000058e+00	-7.735619999999999719e-01	7.000000000000000000e+00
8.420000000000000000e+02	-2.961075999999999819e+00	-3.002203999999999873e+00	-4.050212000000000145e+00	1.000000000000000000e+00
8.530000000000000000e+02	-2.648048000000000179e+00	2.624896000000000118e+00	3.941241999999999912e+00	7.000000000000000000e+00
9.440000000000000000e+02	-1.249822999999999906e+00	9.142740000000000311e-01	4.167698999999999820e+00	2.000000000000000000e+00
9.520000000000000000e+02	-1.817126999999999937e+00	3.015693000000000179e+00	-2.174342999999999915e+00	7.000000000000000000e+00
1.100000000000000000e+03	-1.392428999999999917e+00	1.398898999999999893e+00	3.466994000000000131e+00	9.000000000000000000e+00
1.128000000000000000e+03	1.189799000000000051e+00	-8.321119999999999628e-01	-1.620012000000000008e+00	0.000000000000000000e+00
1.146000000000000000e+03	-1.213300000000000045e+00	1.131745000000000001e+00	3.637694000000000205e+00	9.000000000000000000e+00
1.211000000000000000e+03	-1.742744999999999989e+00	1.451681999999999917e+00	-7.369099999999999540e-01	9.000000000000000000e+00
1.218000000000000000e+03	-2.695680999999999994e+00	2.398864999999999803e+00	1.732966999999999924e+00	7.000000000000000000e+00
1.225000000000000000e+03	-2.592900000000000205e+00	2.120551999999999992e+00	-1.567960999999999938e+00	5.000000000000000000e+00
1.318000000000000000e+03	-1.411969999999999947e+00	7.336230000000000251e-01	4.779907999999999824e+00	2.000000000000000000e+00
1.330000000000000000e+03	-2.340953999999999979e+00	2.220178999999999903e+00	2.805259999999999976e-01	5.000000000000000000e+00
1.372000000000000000e+03	-2.108690999999999871e+00	1.710506000000000082e+00	-4.129821999999999882e+00	5.000000000000000000e+00
1.378000000000000000e+03	-1.655494000000000021e+00	-2.798474999999999824e+00	-1.311526500000000084e+01	1.000000000000000000e+00
1.393000000000000000e+03	-1.189529999999999976e+00	-2.653429999999999955e-01	-3.717080999999999857e+00	4.000000000000000000e+00
1.401000000000000000e+03	-2.243307000000000162e+00	2.800015000000000143e+00	3.082990999999999815e+00	7.000000000000000000e+00
1.418000000000000000e+03	-1.869544000000000095e+00	2.008728000000000069e+00	-1.095923999999999898e+00	5.000000000000000000e+00
1.515000000000000000e+03	-8.377609999999999779e-01	2.434800000000000159e-02	-7.237987999999999644e+00	4.000000000000000000e+00
1.655000000000000000e+03	1.045523999999999898e+00	-4.177980000000000027e-01	-1.323754000000000097e+00	0.000000000000000000e+00
1.664000000000000000e+03	8.153470000000000439e-01	-8.512929999999999664e-01	-4.320350999999999608e+00	0.000000000000000000e+00
1.692000000000000000e+03	3.138605999999999785e+00	2.979061000000000181e+00	-6.633854999999999613e+00	1.000000000000000000e+00
1.722000000000000000e+03	-1.097163000000000110e+00	1.383941000000000088e+00	6.836130000000000262e-01	9.000000000000000000e+00
1.727000000000000000e+03	-1.770812000000000053e+00	1.901009999999999922e-01	-3.844053000000000164e+00	2.000000000000000000e+00
1.787000000000000000e+03	-8.434110000000000218e-01	1.906166000000000027e+00	-6.732747999999999955e+00	3.000000000000000000e+00
1.843000000000000000e+03	1.111299999999999955e+00	-9.221369999999999845e-01	-7.379289999999999461e-01	0.000000000000000000e+00
1.891000000000000000e+03	-1.024753999999999943e+00	1.579565000000000108e+00	-1.515622999999999942e+00	9.000000000000000000e+00
1.928000000000000000e+03	-2.352765000000000217e+00	3.032218999999999998e+00	2.061618000000000173e+00	7.000000000000000000e+00
1.935000000000000000e+03	-1.474847999999999937e+00	2.544090000000000185e+00	3.049370000000000136e-01	3.000000000000000000e+00
1.950000000000000000e+03	-2.080210000000000115e+00	-2.547502999999999851e+00	-1.481618800000000036e+01	1.000000000000000000e+00
2.014000000000000000e+03	1.184110999999999914e+00	-7.656730000000000480e-01	-7.685429999999999762e-01	0.000000000000000000e+00
2.025000000000000000e+03	-1.839752000000000054e+00	1.936593999999999927e+00	-1.137869999999999937e+00	5.000000000000000000e+00
2.071000000000000000e+03	1.122748000000000079e+00	-1.002685000000000048e+00	-1.052815999999999974e+00	0.000000000000000000e+00
2.073000000000000000e+03	1.081970000000000098e+00	-8.719299999999999828e-01	-2.659850000000000270e-01	0.000000000000000000e+00
2.074000000000000000e+03	9.572150000000000380e-01	-8.901679999999999593e-01	-1.182260000000000089e+00	0.000000000000000000e+00
2.075000000000000000e+03	1.175159999999999982e+00	-6.340160000000000240e-01	-8.140230000000000521e-01	0.000000000000000000e+00
2.124000000000000000e+03	-1.164865999999999957e+00	2.927913999999999906e+00	-6.194352000000000302e+00	3.000000000000000000e+00
2.203000000000000000e+03	-1.821779999999999955e+00	-2.792056000000000093e+00	-1.195233699999999999e+01	1.000000000000000000e+00
2.215000000000000000e+03	1.064008000000000065e+00	-7.095080000000000275e-01	7.678000000000000103e-02	0.000000000000000000e+00
2.238000000000000000e+03	-1.362279000000000018e+00	1.546351999999999949e+00	2.587969000000000186e+00	9.000000000000000000e+00
2.249000000000000000e+03	-2.252257999999999871e+00	2.071861999999999870e+00	-1.275825999999999905e+00	5.000000000000000000e+00
2.252000000000000000e+03	-1.442023000000000055e+00	5.962229999999999475e-01	3.740816000000000141e+00	2.000000000000000000e+00
2.291000000000000000e+03	-1.001389000000000085e+00	1.604508999999999963e+00	-2.140554999999999986e+00	9.000000000000000000e+00
2.308000000000000000e+03	-1.931967999999999908e+00	2.301890999999999909e+00	7.359569999999999723e-01	5.000000000000000000e+00
2.347000000000000000e+03	-1.705592999999999915e+00	2.319989000000000079e+00	2.005589999999999873e-01	3.000000000000000000e+00
2.399000000000000000e+03	-1.794194000000000067e+00	4.318099999999999716e-02	-5.389691000000000010e+00	2.000000000000000000e+00
2.481000000000000000e+03	-1.587385000000000046e+00	2.798672999999999966e+00	-8.036189999999999722e-01	3.000000000000000000e+00
