2.000000000000000000e+00	-2.613825999999999983e+00	2.580722000000000182e+00	3.780956999999999901e+00	8.000000000000000000e+00
2.500000000000000000e+01	-1.100552999999999892e+00	2.041806999999999928e+00	-1.283609000000000000e+00	1.000000000000000000e+00
2.600000000000000000e+01	-2.886263000000000023e+00	2.876793000000000156e+00	1.659707999999999961e+00	3.000000000000000000e+00
7.000000000000000000e+01	-1.507328000000000001e+00	1.150050000000000017e+00	4.396207999999999672e+00	7.000000000000000000e+00
8.700000000000000000e+01	-1.161569999999999991e+00	2.036758999999999986e+00	-4.002379999999999827e-01	1.000000000000000000e+00
9.700000000000000000e+01	-1.415191000000000088e+00	1.563974999999999893e+00	2.423240999999999978e+00	7.000000000000000000e+00
1.400000000000000000e+02	1.148536000000000001e+00	-7.276160000000000405e-01	-1.084988000000000063e+00	0.000000000000000000e+00
2.500000000000000000e+02	-2.437692000000000192e+00	2.794967999999999897e+00	4.434745999999999633e+00	8.000000000000000000e+00
2.640000000000000000e+02	-2.258434999999999970e+00	2.665001000000000175e+00	3.456096000000000057e+00	8.000000000000000000e+00
2.660000000000000000e+02	-1.544340999999999964e+00	2.886658999999999864e+00	-2.216610999999999887e+00	1.000000000000000000e+00
2.830000000000000000e+02	-1.066033999999999926e+00	6.505600000000000271e-01	7.004050000000000553e-01	9.000000000000000000e+00
3.200000000000000000e+02	-1.784623999999999988e+00	1.464707999999999899e+00	-1.296826000000000034e+00	7.000000000000000000e+00
3.290000000000000000e+02	-1.167218000000000089e+00	4.895920000000000272e-01	2.117821999999999871e+00	9.000000000000000000e+00
3.400000000000000000e+02	-1.169143999999999961e+00	2.696988999999999859e+00	-2.619934999999999903e+00	1.000000000000000000e+00
3.850000000000000000e+02	-1.070889999999999898e+00	1.650128999999999957e+00	-7.757249999999999979e-01	7.000000000000000000e+00
3.890000000000000000e+02	-1.125461999999999962e+00	1.872873999999999928e+00	-9.228769999999999474e-01	7.000000000000000000e+00
4.270000000000000000e+02	-1.214709999999999956e+00	1.912320000000000131e-01	3.485880000000000090e-01	9.000000000000000000e+00
4.310000000000000000e+02	-1.459672999999999998e+00	7.806710000000000038e-01	4.681885000000000296e+00	9.000000000000000000e+00
4.390000000000000000e+02	-2.340749999999999886e+00	2.110720999999999847e+00	-9.787550000000000416e-01	8.000000000000000000e+00
5.380000000000000000e+02	-2.722032000000000007e+00	2.378563000000000205e+00	1.153419999999999890e+00	8.000000000000000000e+00
5.480000000000000000e+02	-2.817790000000000017e+00	3.137440999999999924e+00	6.838199999999999834e-01	3.000000000000000000e+00
5.660000000000000000e+02	-2.118393000000000193e+00	2.638583999999999818e+00	2.261427999999999994e+00	8.000000000000000000e+00
6.070000000000000000e+02	-1.662083999999999895e+00	9.764399999999999469e-02	-3.322783999999999960e+00	2.000000000000000000e+00
6.120000000000000000e+02	-2.620626000000000122e+00	3.027928999999999871e+00	3.346560999999999897e+00	3.000000000000000000e+00
6.130000000000000000e+02	-1.007760999999999907e+00	2.372278000000000109e+00	-3.600074000000000218e+00	1.000000000000000000e+00
6.670000000000000000e+02	-1.427438999999999902e+00	2.558920999999999779e+00	1.214090000000000030e-01	1.000000000000000000e+00
7.030000000000000000e+02	-2.759992000000000001e+00	1.526475000000000026e+00	-1.083282200000000017e+01	7.000000000000000000e+00
7.040000000000000000e+02	-1.486644999999999994e+00	2.978731999999999935e+00	-3.972116000000000202e+00	1.000000000000000000e+00
7.130000000000000000e+02	-1.435747000000000106e+00	5.153609999999999580e-01	2.982887999999999984e+00	9.000000000000000000e+00
7.190000000000000000e+02	-2.014358999999999789e+00	2.577873999999999999e+00	1.704067999999999916e+00	8.000000000000000000e+00
7.230000000000000000e+02	1.148879999999999901e+00	-3.355739999999999834e-01	-2.911824999999999886e+00	0.000000000000000000e+00
7.440000000000000000e+02	-2.121722000000000108e+00	3.097869000000000206e+00	-8.529079999999999995e-01	3.000000000000000000e+00
7.760000000000000000e+02	-2.536019000000000023e+00	2.899614000000000136e+00	4.293408999999999587e+00	3.000000000000000000e+00
8.010000000000000000e+02	-1.752912000000000026e+00	2.074178999999999995e+00	-5.886569999999999858e-01	1.000000000000000000e+00
8.090000000000000000e+02	-9.319279999999999786e-01	1.724160000000000137e-01	-4.314700000000000202e+00	6.000000000000000000e+00
8.330000000000000000e+02	-1.648441000000000045e+00	1.559063000000000088e+00	1.611569999999999947e-01	7.000000000000000000e+00
8.520000000000000000e+02	-2.596929999999999961e+00	2.629652000000000100e+00	4.172069999999999723e+00	8.000000000000000000e+00
8.590000000000000000e+02	-2.159037000000000095e+00	3.104719999999999924e+00	-6.304359999999999964e-01	3.000000000000000000e+00
8.760000000000000000e+02	-1.155918999999999919e+00	4.048619999999999997e-01	1.431559000000000026e+00	9.000000000000000000e+00
9.100000000000000000e+02	-9.249030000000000307e-01	1.991713000000000067e+00	-4.707780999999999771e+00	1.000000000000000000e+00
9.490000000000000000e+02	-1.262982000000000049e+00	3.113461000000000034e+00	-8.706808999999999799e+00	1.000000000000000000e+00
9.520000000000000000e+02	-1.817126999999999937e+00	3.015693000000000179e+00	-2.174342999999999915e+00	3.000000000000000000e+00
9.910000000000000000e+02	-1.076827999999999896e+00	5.411500000000000338e-02	-1.870170000000000110e+00	6.000000000000000000e+00
1.014000000000000000e+03	-1.108355999999999897e+00	7.761010000000000408e-01	1.733662999999999954e+00	9.000000000000000000e+00
1.029000000000000000e+03	-1.944220000000000059e+00	2.459292000000000034e+00	1.346692000000000000e+00	8.000000000000000000e+00
1.030000000000000000e+03	-2.783075000000000188e+00	2.449383999999999784e+00	1.191742999999999997e+00	8.000000000000000000e+00
1.099000000000000000e+03	-1.431904000000000066e+00	5.701490000000000169e-01	3.578641999999999879e+00	9.000000000000000000e+00
1.125000000000000000e+03	-2.669345999999999997e+00	2.554848999999999926e+00	3.432091999999999921e+00	8.000000000000000000e+00
1.138000000000000000e+03	-1.097709999999999964e+00	1.656190000000000051e+00	-3.314940000000000109e-01	7.000000000000000000e+00
1.143000000000000000e+03	-1.646119000000000110e+00	1.207289999999999974e+00	1.831941999999999959e+00	7.000000000000000000e+00
1.149000000000000000e+03	-1.104355999999999893e+00	1.148800999999999961e+00	1.354300999999999977e+00	9.000000000000000000e+00
1.216000000000000000e+03	-2.747567999999999788e+00	2.052592999999999890e+00	-4.372931000000000346e+00	8.000000000000000000e+00
1.219000000000000000e+03	-2.535079999999999778e+00	2.607743000000000144e+00	4.303903000000000034e+00	8.000000000000000000e+00
1.279000000000000000e+03	9.761429999999999829e-01	-5.518480000000000052e-01	-1.114176999999999973e+00	0.000000000000000000e+00
1.297000000000000000e+03	1.186542999999999903e+00	-9.316560000000000397e-01	-1.775938999999999934e+00	0.000000000000000000e+00
1.325000000000000000e+03	-1.403118000000000087e+00	1.952979999999999994e-01	1.640749999999999986e-01	2.000000000000000000e+00
